route_family,slug,url,title,h1,words,links,review_links,tool_links,answer_links,browse_links,has_form,borrowing_quiz_link
city,dubuque-ia,https://www.creditdoc.co/city/dubuque-ia/,"Credit Repair & Financial Services in Dubuque, IA (2026)",Credit Repair & Financial Services in Dubuque,1470,173,10,21,0,0,False,True
city,duluth-mn,https://www.creditdoc.co/city/duluth-mn/,"Credit Repair & Financial Services in Duluth, MN (2026)",Credit Repair & Financial Services in Duluth,1483,175,12,21,0,0,False,True
city,duncanville-tx,https://www.creditdoc.co/city/duncanville-tx/,"Credit Repair & Financial Services in Duncanville, TX (2026)",Credit Repair & Financial Services in Duncanville,1432,171,8,21,0,0,False,True
city,durham-nc,https://www.creditdoc.co/city/durham-nc/,"Credit Repair & Financial Services in Durham, NC (2026)",Credit Repair & Financial Services in Durham,1886,184,17,21,0,0,False,True
city,east-los-angeles-ca,https://www.creditdoc.co/city/east-los-angeles-ca/,"Credit Repair & Financial Services in East Los Angeles, CA",Credit Repair & Financial Services in East Los Angeles,1614,177,12,21,0,0,False,True
city,east-point-ga,https://www.creditdoc.co/city/east-point-ga/,"Credit Repair & Financial Services in East Point, GA (2026)",Credit Repair & Financial Services in East Point,1638,178,10,21,0,0,False,True
city,edmond-ok,https://www.creditdoc.co/city/edmond-ok/,"Credit Repair & Financial Services in Edmond, OK (2026)",Credit Repair & Financial Services in Edmond,1608,177,14,21,0,0,False,True
city,el-cajon-ca,https://www.creditdoc.co/city/el-cajon-ca/,"Credit Repair & Financial Services in El Cajon, CA (2026)",Credit Repair & Financial Services in El Cajon,1960,186,18,21,0,0,False,True
city,el-paso-tx,https://www.creditdoc.co/city/el-paso-tx/,"Credit Repair & Financial Services in El Paso, TX (2026)",Credit Repair & Financial Services in El Paso,1654,177,13,21,0,1,False,True
city,englewood-co,https://www.creditdoc.co/city/englewood-co/,"Credit Repair & Financial Services in Englewood, CO (2026)",Credit Repair & Financial Services in Englewood,1750,179,13,21,0,0,False,True
city,erie-pa,https://www.creditdoc.co/city/erie-pa/,"Credit Repair & Financial Services in Erie, PA (2026)",Credit Repair & Financial Services in Erie,1648,177,13,21,0,1,False,True
city,escondido-ca,https://www.creditdoc.co/city/escondido-ca/,"Credit Repair & Financial Services in Escondido, CA (2026)",Credit Repair & Financial Services in Escondido,1674,176,13,21,0,0,False,True
city,everett-wa,https://www.creditdoc.co/city/everett-wa/,"Credit Repair & Financial Services in Everett, WA (2026)",Credit Repair & Financial Services in Everett,1477,175,10,21,0,0,False,True
city,fargo-nd,https://www.creditdoc.co/city/fargo-nd/,"Credit Repair & Financial Services in Fargo, ND (2026)",Credit Repair & Financial Services in Fargo,1715,180,16,21,0,1,False,True
city,farmington-hills-mi,https://www.creditdoc.co/city/farmington-hills-mi/,"Credit Repair & Financial Services in Farmington Hills, MI",Credit Repair & Financial Services in Farmington Hills,1625,176,13,21,0,0,False,True
city,fayetteville-ar,https://www.creditdoc.co/city/fayetteville-ar/,"Credit Repair & Financial Services in Fayetteville, AR",Credit Repair & Financial Services in Fayetteville,1374,173,8,21,0,0,False,True
city,flushing-ny,https://www.creditdoc.co/city/flushing-ny/,"Credit Repair & Financial Services in Flushing, NY (2026)",Credit Repair & Financial Services in Flushing,1590,177,12,21,0,0,False,True
city,forest-park-ga,https://www.creditdoc.co/city/forest-park-ga/,"Credit Repair & Financial Services in Forest Park, GA (2026)",Credit Repair & Financial Services in Forest Park,1577,178,10,21,0,0,False,True
city,fort-lauderdale-fl,https://www.creditdoc.co/city/fort-lauderdale-fl/,"Credit Repair & Financial Services in Fort Lauderdale, FL",Credit Repair & Financial Services in Fort Lauderdale,2207,192,20,21,0,1,False,True
city,fort-mill-sc,https://www.creditdoc.co/city/fort-mill-sc/,"Credit Repair & Financial Services in Fort Mill, SC (2026)",Credit Repair & Financial Services in Fort Mill,1482,171,8,21,0,0,False,True
city,fort-wayne-in,https://www.creditdoc.co/city/fort-wayne-in/,"Credit Repair & Financial Services in Fort Wayne, IN (2026)",Credit Repair & Financial Services in Fort Wayne,1671,175,13,21,0,1,False,True
city,fort-worth-tx,https://www.creditdoc.co/city/fort-worth-tx/,"Credit Repair & Financial Services in Fort Worth, TX (2026)",Credit Repair & Financial Services in Fort Worth,5748,261,69,21,0,10,False,True
city,franklin-tn,https://www.creditdoc.co/city/franklin-tn/,"Credit Repair & Financial Services in Franklin, TN (2026)",Credit Repair & Financial Services in Franklin,1603,179,11,21,0,0,False,True
city,fremont-ca,https://www.creditdoc.co/city/fremont-ca/,"Credit Repair & Financial Services in Fremont, CA (2026)",Credit Repair & Financial Services in Fremont,1493,177,10,21,0,0,False,True
city,fresno-ca,https://www.creditdoc.co/city/fresno-ca/,"Credit Repair & Financial Services in Fresno, CA (2026)",Credit Repair & Financial Services in Fresno,3458,217,40,21,0,5,False,True
city,frisco-tx,https://www.creditdoc.co/city/frisco-tx/,"Credit Repair & Financial Services in Frisco, TX (2026)",Credit Repair & Financial Services in Frisco,1756,181,13,21,0,0,False,True
city,garland-tx,https://www.creditdoc.co/city/garland-tx/,"Credit Repair & Financial Services in Garland, TX (2026)",Credit Repair & Financial Services in Garland,2041,187,20,21,0,2,False,True
city,glendale-az,https://www.creditdoc.co/city/glendale-az/,"Credit Repair & Financial Services in Glendale, AZ (2026)",Credit Repair & Financial Services in Glendale,2942,206,30,21,0,3,False,True
city,glendale-ca,https://www.creditdoc.co/city/glendale-ca/,"Credit Repair & Financial Services in Glendale, CA (2026)",Credit Repair & Financial Services in Glendale,1973,185,17,21,0,1,False,True
city,goodlettsville-tn,https://www.creditdoc.co/city/goodlettsville-tn/,"Credit Repair & Financial Services in Goodlettsville, TN",Credit Repair & Financial Services in Goodlettsville,1627,180,13,21,0,0,False,True
city,goodyear-az,https://www.creditdoc.co/city/goodyear-az/,"Credit Repair & Financial Services in Goodyear, AZ (2026)",Credit Repair & Financial Services in Goodyear,1438,175,10,21,0,0,False,True
city,grand-prairie-tx,https://www.creditdoc.co/city/grand-prairie-tx/,"Credit Repair & Financial Services in Grand Prairie, TX",Credit Repair & Financial Services in Grand Prairie,1997,185,18,21,0,1,False,True
city,grand-rapids-mi,https://www.creditdoc.co/city/grand-rapids-mi/,"Credit Repair & Financial Services in Grand Rapids, MI",Credit Repair & Financial Services in Grand Rapids,1779,181,16,21,0,0,False,True
city,great-falls-mt,https://www.creditdoc.co/city/great-falls-mt/,"Credit Repair & Financial Services in Great Falls, MT (2026)",Credit Repair & Financial Services in Great Falls,1441,175,6,21,0,0,False,True
city,green-bay-wi,https://www.creditdoc.co/city/green-bay-wi/,"Credit Repair & Financial Services in Green Bay, WI (2026)",Credit Repair & Financial Services in Green Bay,1446,171,10,21,0,0,False,True
city,greensboro-nc,https://www.creditdoc.co/city/greensboro-nc/,"Credit Repair & Financial Services in Greensboro, NC (2026)",Credit Repair & Financial Services in Greensboro,1651,180,14,21,0,1,False,True
city,greenville-sc,https://www.creditdoc.co/city/greenville-sc/,"Credit Repair & Financial Services in Greenville, SC (2026)",Credit Repair & Financial Services in Greenville,1604,178,13,21,0,0,False,True
city,greenwood-village-co,https://www.creditdoc.co/city/greenwood-village-co/,"Credit Repair & Financial Services in Greenwood Village, CO",Credit Repair & Financial Services in Greenwood Village,1474,173,10,21,0,0,False,True
city,gretna-la,https://www.creditdoc.co/city/gretna-la/,"Credit Repair & Financial Services in Gretna, LA (2026)",Credit Repair & Financial Services in Gretna,1463,173,10,21,0,0,False,True
city,haltom-city-tx,https://www.creditdoc.co/city/haltom-city-tx/,"Credit Repair & Financial Services in Haltom City, TX (2026)",Credit Repair & Financial Services in Haltom City,1758,177,15,21,0,1,False,True
city,hamilton-oh,https://www.creditdoc.co/city/hamilton-oh/,"Credit Repair & Financial Services in Hamilton, OH (2026)",Credit Repair & Financial Services in Hamilton,1592,177,10,21,0,0,False,True
city,hammond-in,https://www.creditdoc.co/city/hammond-in/,"Credit Repair & Financial Services in Hammond, IN (2026)",Credit Repair & Financial Services in Hammond,1429,173,8,21,0,0,False,True
city,harvey-la,https://www.creditdoc.co/city/harvey-la/,"Credit Repair & Financial Services in Harvey, LA (2026)",Credit Repair & Financial Services in Harvey,1785,181,15,21,0,1,False,True
city,hawthorne-ca,https://www.creditdoc.co/city/hawthorne-ca/,"Credit Repair & Financial Services in Hawthorne, CA (2026)",Credit Repair & Financial Services in Hawthorne,1570,174,10,21,0,1,False,True
city,helena-mt,https://www.creditdoc.co/city/helena-mt/,"Credit Repair & Financial Services in Helena, MT (2026)",Credit Repair & Financial Services in Helena,1564,176,13,21,0,0,False,True
city,henderson-nv,https://www.creditdoc.co/city/henderson-nv/,"Credit Repair & Financial Services in Henderson, NV (2026)",Credit Repair & Financial Services in Henderson,1841,180,16,21,0,1,False,True
city,hermitage-tn,https://www.creditdoc.co/city/hermitage-tn/,"Credit Repair & Financial Services in Hermitage, TN (2026)",Credit Repair & Financial Services in Hermitage,1454,175,10,21,0,0,False,True
city,hialeah-fl,https://www.creditdoc.co/city/hialeah-fl/,"Credit Repair & Financial Services in Hialeah, FL (2026)",Credit Repair & Financial Services in Hialeah,2559,199,22,21,0,3,False,True
city,highland-park-mi,https://www.creditdoc.co/city/highland-park-mi/,"Credit Repair & Financial Services in Highland Park, MI",Credit Repair & Financial Services in Highland Park,1652,178,13,21,0,0,False,True
city,hilo-hi,https://www.creditdoc.co/city/hilo-hi/,"Credit Repair & Financial Services in Hilo, HI (2026)",Credit Repair & Financial Services in Hilo,1383,171,10,21,0,0,False,True
city,hoboken-nj,https://www.creditdoc.co/city/hoboken-nj/,"Credit Repair & Financial Services in Hoboken, NJ (2026)",Credit Repair & Financial Services in Hoboken,1391,173,10,21,0,0,False,True
city,hollywood-fl,https://www.creditdoc.co/city/hollywood-fl/,"Credit Repair & Financial Services in Hollywood, FL (2026)",Credit Repair & Financial Services in Hollywood,2001,188,17,21,0,0,False,True
city,honolulu-hi,https://www.creditdoc.co/city/honolulu-hi/,"Credit Repair & Financial Services in Honolulu, HI (2026)",Credit Repair & Financial Services in Honolulu,2234,190,23,21,0,2,False,True
city,houston-tx,https://www.creditdoc.co/city/houston-tx/,"Credit Repair & Financial Services in Houston, TX (2026)",Credit Repair & Financial Services in Houston,6201,274,82,21,0,12,False,True
city,humble-tx,https://www.creditdoc.co/city/humble-tx/,"Credit Repair & Financial Services in Humble, TX (2026)",Credit Repair & Financial Services in Humble,1717,182,15,21,0,0,False,True
city,huntington-park-ca,https://www.creditdoc.co/city/huntington-park-ca/,"Credit Repair & Financial Services in Huntington Park, CA",Credit Repair & Financial Services in Huntington Park,1635,177,6,21,0,0,False,True
city,huntington-wv,https://www.creditdoc.co/city/huntington-wv/,"Credit Repair & Financial Services in Huntington, WV (2026)",Credit Repair & Financial Services in Huntington,1575,174,12,21,0,1,False,True
city,huntsville-al,https://www.creditdoc.co/city/huntsville-al/,"Credit Repair & Financial Services in Huntsville, AL (2026)",Credit Repair & Financial Services in Huntsville,1600,177,10,21,0,0,False,True
city,independence-mo,https://www.creditdoc.co/city/independence-mo/,"Credit Repair & Financial Services in Independence, MO",Credit Repair & Financial Services in Independence,1864,184,17,21,0,1,False,True
city,indiana-pa,https://www.creditdoc.co/city/indiana-pa/,"Credit Repair & Financial Services in Indiana, PA (2026)",Credit Repair & Financial Services in Indiana,1364,171,6,21,0,0,False,True
city,indianapolis-in,https://www.creditdoc.co/city/indianapolis-in/,"Credit Repair & Financial Services in Indianapolis, IN",Credit Repair & Financial Services in Indianapolis,5530,258,70,21,0,9,False,True
city,inglewood-ca,https://www.creditdoc.co/city/inglewood-ca/,"Credit Repair & Financial Services in Inglewood, CA (2026)",Credit Repair & Financial Services in Inglewood,1712,179,13,21,0,0,False,True
city,irvine-ca,https://www.creditdoc.co/city/irvine-ca/,"Credit Repair & Financial Services in Irvine, CA (2026)",Credit Repair & Financial Services in Irvine,2218,192,19,21,0,2,False,True
city,irving-tx,https://www.creditdoc.co/city/irving-tx/,"Credit Repair & Financial Services in Irving, TX (2026)",Credit Repair & Financial Services in Irving,2326,193,24,21,0,2,False,True
city,jackson-heights-ny,https://www.creditdoc.co/city/jackson-heights-ny/,"Credit Repair & Financial Services in Jackson Heights, NY",Credit Repair & Financial Services in Jackson Heights,1806,180,14,21,0,0,False,True
city,jackson-ms,https://www.creditdoc.co/city/jackson-ms/,"Credit Repair & Financial Services in Jackson, MS (2026)",Credit Repair & Financial Services in Jackson,1843,183,14,21,0,1,False,True
city,jackson-tn,https://www.creditdoc.co/city/jackson-tn/,"Credit Repair & Financial Services in Jackson, TN (2026)",Credit Repair & Financial Services in Jackson,1438,175,10,21,0,0,False,True
city,jacksonville-fl,https://www.creditdoc.co/city/jacksonville-fl/,"Credit Repair & Financial Services in Jacksonville, FL",Credit Repair & Financial Services in Jacksonville,5331,254,65,21,0,8,False,True
city,jefferson-city-mo,https://www.creditdoc.co/city/jefferson-city-mo/,"Credit Repair & Financial Services in Jefferson City, MO",Credit Repair & Financial Services in Jefferson City,1593,175,13,21,0,1,False,True
city,jefferson-la,https://www.creditdoc.co/city/jefferson-la/,"Credit Repair & Financial Services in Jefferson, LA (2026)",Credit Repair & Financial Services in Jefferson,1387,173,10,21,0,0,False,True
city,jenkintown-pa,https://www.creditdoc.co/city/jenkintown-pa/,"Credit Repair & Financial Services in Jenkintown, PA (2026)",Credit Repair & Financial Services in Jenkintown,1455,176,10,21,0,0,False,True
city,jersey-city-nj,https://www.creditdoc.co/city/jersey-city-nj/,"Credit Repair & Financial Services in Jersey City, NJ (2026)",Credit Repair & Financial Services in Jersey City,2769,203,28,21,0,1,False,True
city,jonesboro-ga,https://www.creditdoc.co/city/jonesboro-ga/,"Credit Repair & Financial Services in Jonesboro, GA (2026)",Credit Repair & Financial Services in Jonesboro,1421,171,8,21,0,0,False,True
